Part 1: 3068
Rock num: 21200 (273074.43 rocks/s), 3662010s/61033m/1017.22h/42.38d remaining; height: 0r42
Rock num: 67400 (273456.84 rocks/s), 3656895s/60948m/1015.80h/42.32d remaining; height: 0r23
Rock num: 67800 (273551.57 rocks/s), 3655625s/60927m/1015.45h/42.31d remaining; height: 0r48
Rock num: 68000 (273558.00 rocks/s), 3655531s/60925m/1015.42h/42.31d remaining; height: 0r165
Rock num: 68200 (273588.01 rocks/s), 3655130s/60918m/1015.30h/42.30d remaining; height: 0r84
Rock num: 68400 (273604.03 rocks/s), 3654917s/60915m/1015.25h/42.30d remaining; height: 0r187
Rock num: 68600 (273585.24 rocks/s), 3655170s/60919m/1015.32h/42.30d remaining; height: 0r106
Rock num: 68800 (273601.08 rocks/s), 3654957s/60915m/1015.25h/42.30d remaining; height: 0r33
Rock num: 69000 (273544.73 rocks/s), 3655718s/60928m/1015.47h/42.31d remaining; height: 0r125
Rock num: 69600 (273657.68 rocks/s), 3654209s/60903m/1015.05h/42.29d remaining; height: 0r63
Rock num: 69800 (273627.76 rocks/s), 3654609s/60910m/1015.17h/42.30d remaining; height: 0r186
Rock num: 70200 (273690.94 rocks/s), 3653768s/60896m/1014.93h/42.29d remaining; height: 0r198
Rock num: 70600 (273606.74 rocks/s), 3654890s/60914m/1015.23h/42.30d remaining; height: 0r41
Rock num: 70800 (273618.67 rocks/s), 3654730s/60912m/1015.20h/42.30d remaining; height: 0r141
Rock num: 71000 (273655.06 rocks/s), 3654235s/60903m/1015.05h/42.29d remaining; height: 0r43
Rock num: 71200 (273637.51 rocks/s), 3654476s/60907m/1015.12h/42.30d remaining; height: 0r167
Rock num: 71400 (273656.68 rocks/s), 3654222s/60903m/1015.05h/42.29d remaining; height: 0r73
Rock num: 71600 (273666.17 rocks/s), 3654089s/60901m/1015.02h/42.29d remaining; height: 0r192
Rock num: 71800 (273640.24 rocks/s), 3654436s/60907m/1015.12h/42.30d remaining; height: 0r99
Rock num: 72000 (273671.07 rocks/s), 3654022s/60900m/1015.00h/42.29d remaining; height: 0r12
Rock num: 72200 (273677.25 rocks/s), 3653942s/60899m/1014.98h/42.29d remaining; height: 0r141
Rock num: 72400 (273595.70 rocks/s), 3655037s/60917m/1015.28h/42.30d remaining; height: 0r45
Rock num: 72600 (273639.42 rocks/s), 3654449s/60907m/1015.12h/42.30d remaining; height: 0r149
Rock num: 73000 (273701.43 rocks/s), 3653621s/60893m/1014.88h/42.29d remaining; height: 0r178
Rock num: 73200 (273706.14 rocks/s), 3653555s/60892m/1014.87h/42.29d remaining; height: 0r89
Rock num: 73400 (273719.78 rocks/s), 3653381s/60889m/1014.82h/42.28d remaining; height: 0r6
Rock num: 73600 (273690.76 rocks/s), 3653768s/60896m/1014.93h/42.29d remaining; height: 0r110
Rock num: 74000 (273690.73 rocks/s), 3653768s/60896m/1014.93h/42.29d remaining; height: 0r160
Rock num: 74200 (273661.39 rocks/s), 3654155s/60902m/1015.03h/42.29d remaining; height: 0r51
Rock num: 74600 (273724.05 rocks/s), 3653314s/60888m/1014.80h/42.28d remaining; height: 0r69
Rock num: 74800 (273758.70 rocks/s), 3652861s/60881m/1014.68h/42.28d remaining; height: 0r187
Rock num: 75000 (273734.68 rocks/s), 3653181s/60886m/1014.77h/42.28d remaining; height: 0r113
Rock num: 75200 (273747.69 rocks/s), 3653007s/60883m/1014.72h/42.28d remaining; height: 0r19
Rock num: 75600 (273707.50 rocks/s), 3653541s/60892m/1014.87h/42.29d remaining; height: 0r55
Rock num: 75800 (273673.77 rocks/s), 3653995s/60899m/1014.98h/42.29d remaining; height: 0r165
Rock num: 76000 (273682.08 rocks/s), 3653875s/60897m/1014.95h/42.29d remaining; height: 0r66
Rock num: 76200 (273682.51 rocks/s), 3653875s/60897m/1014.95h/42.29d remaining; height: 0r169
Rock num: 76400 (273701.34 rocks/s), 3653621s/60893m/1014.88h/42.29d remaining; height: 0r92
Rock num: 76600 (273724.58 rocks/s), 3653314s/60888m/1014.80h/42.28d remaining; height: 0r198
Rock num: 76800 (273699.64 rocks/s), 3653648s/60894m/1014.90h/42.29d remaining; height: 0r120
Rock num: 77000 (273702.68 rocks/s), 3653608s/60893m/1014.88h/42.29d remaining; height: 0r27
Rock num: 77200 (273693.62 rocks/s), 3653728s/60895m/1014.92h/42.29d remaining; height: 0r135
Rock num: 77400 (273695.32 rocks/s), 3653701s/60895m/1014.92h/42.29d remaining; height: 0r66
Rock num: 77600 (273605.44 rocks/s), 3654903s/60915m/1015.25h/42.30d remaining; height: 0r172
Rock num: 77800 (273649.29 rocks/s), 3654316s/60905m/1015.08h/42.30d remaining; height: 0r79
Rock num: 78000 (273671.83 rocks/s), 3654022s/60900m/1015.00h/42.29d remaining; height: 0r180
Rock num: 78600 (273708.31 rocks/s), 3653528s/60892m/1014.87h/42.29d remaining; height: 0r133
Rock num: 79000 (273667.93 rocks/s), 3654075s/60901m/1015.02h/42.29d remaining; height: 0r152
Rock num: 79200 (273679.43 rocks/s), 3653915s/60898m/1014.97h/42.29d remaining; height: 0r86
Rock num: 79400 (273596.95 rocks/s), 3655023s/60917m/1015.28h/42.30d remaining; height: 0r178
Rock num: 79800 (273654.84 rocks/s), 3654249s/60904m/1015.07h/42.29d remaining; height: 0r191
Rock num: 80000 (273660.76 rocks/s), 3654169s/60902m/1015.03h/42.29d remaining; height: 0r114
Rock num: 80200 (273666.05 rocks/s), 3654088s/60901m/1015.02h/42.29d remaining; height: 0r35
Rock num: 80800 (273651.17 rocks/s), 3654289s/60904m/1015.07h/42.29d remaining; height: 0r181
Rock num: 81000 (273617.08 rocks/s), 3654743s/60912m/1015.20h/42.30d remaining; height: 0r92
Rock num: 81200 (273620.92 rocks/s), 3654703s/60911m/1015.18h/42.30d remaining; height: 0r191
Rock num: 81400 (273621.60 rocks/s), 3654689s/60911m/1015.18h/42.30d remaining; height: 0r92
Rock num: 81600 (273633.19 rocks/s), 3654529s/60908m/1015.13h/42.30d remaining; height: 0r14
Rock num: 81800 (273655.74 rocks/s), 3654235s/60903m/1015.05h/42.29d remaining; height: 0r122
Rock num: 82200 (273616.18 rocks/s), 3654756s/60912m/1015.20h/42.30d remaining; height: 0r155
Rock num: 82400 (273626.71 rocks/s), 3654623s/60910m/1015.17h/42.30d remaining; height: 0r61
Rock num: 82600 (273595.88 rocks/s), 3655037s/60917m/1015.28h/42.30d remaining; height: 0r192
Rock num: 82800 (273548.16 rocks/s), 3655665s/60927m/1015.45h/42.31d remaining; height: 0r99
Rock num: 83200 (273586.89 rocks/s), 3655157s/60919m/1015.32h/42.30d remaining; height: 0r107
Rock num: 83600 (273613.44 rocks/s), 3654796s/60913m/1015.22h/42.30d remaining; height: 0r134
Rock num: 83800 (273615.60 rocks/s), 3654770s/60912m/1015.20h/42.30d remaining; height: 0r58
Rock num: 84200 (273597.97 rocks/s), 3655010s/60916m/1015.27h/42.30d remaining; height: 0r79
Rock num: 84800 (273572.46 rocks/s), 3655344s/60922m/1015.37h/42.31d remaining; height: 0r7
Rock num: 85000 (273581.17 rocks/s), 3655224s/60920m/1015.33h/42.31d remaining; height: 0r118
Rock num: 85400 (273593.47 rocks/s), 3655063s/60917m/1015.28h/42.30d remaining; height: 0r159
Rock num: 85600 (273592.31 rocks/s), 3655077s/60917m/1015.28h/42.30d remaining; height: 0r67
Rock num: 86000 (273574.96 rocks/s), 3655317s/60921m/1015.35h/42.31d remaining; height: 0r103
Rock num: 86200 (273553.11 rocks/s), 3655598s/60926m/1015.43h/42.31d remaining; height: 0r21
Rock num: 86400 (273517.94 rocks/s), 3656079s/60934m/1015.57h/42.32d remaining; height: 0r113
Rock num: 86600 (273549.27 rocks/s), 3655651s/60927m/1015.45h/42.31d remaining; height: 0r17
Rock num: 86800 (273564.33 rocks/s), 3655451s/60924m/1015.40h/42.31d remaining; height: 0r136
Rock num: 87000 (273588.80 rocks/s), 3655130s/60918m/1015.30h/42.30d remaining; height: 0r50
Rock num: 87200 (273547.53 rocks/s), 3655678s/60927m/1015.45h/42.31d remaining; height: 0r174
Rock num: 87400 (273546.92 rocks/s), 3655691s/60928m/1015.47h/42.31d remaining; height: 0r82
Rock num: 87600 (273557.27 rocks/s), 3655544s/60925m/1015.42h/42.31d remaining; height: 0r187
Rock num: 87800 (273528.60 rocks/s), 3655932s/60932m/1015.53h/42.31d remaining; height: 0r116
Rock num: 88200 (273526.55 rocks/s), 3655959s/60932m/1015.53h/42.31d remaining; height: 0r130
Rock num: 88400 (273521.60 rocks/s), 3656026s/60933m/1015.55h/42.31d remaining; height: 0r33
Rock num: 88800 (273533.73 rocks/s), 3655865s/60931m/1015.52h/42.31d remaining; height: 0r59
Rock num: 89000 (273522.24 rocks/s), 3656012s/60933m/1015.55h/42.31d remaining; height: 0r180
Rock num: 89200 (273529.66 rocks/s), 3655919s/60931m/1015.52h/42.31d remaining; height: 0r89
Rock num: 89400 (273529.91 rocks/s), 3655919s/60931m/1015.52h/42.31d remaining; height: 0r4
Rock num: 89600 (273509.70 rocks/s), 3656186s/60936m/1015.60h/42.32d remaining; height: 0r135
Rock num: 89800 (273466.22 rocks/s), 3656761s/60946m/1015.77h/42.32d remaining; height: 0r32
Rock num: 90000 (273501.35 rocks/s), 3656293s/60938m/1015.63h/42.32d remaining; height: 0r134
Rock num: 90200 (273513.51 rocks/s), 3656133s/60935m/1015.58h/42.32d remaining; height: 0r41
Rock num: 90400 (273496.90 rocks/s), 3656360s/60939m/1015.65h/42.32d remaining; height: 0r164
Rock num: 90600 (273502.33 rocks/s), 3656280s/60938m/1015.63h/42.32d remaining; height: 0r82
Rock num: 90800 (273519.56 rocks/s), 3656052s/60934m/1015.57h/42.32d remaining; height: 0r193
Rock num: 91000 (273496.07 rocks/s), 3656360s/60939m/1015.65h/42.32d remaining; height: 0r103
Rock num: 91200 (273503.65 rocks/s), 3656266s/60937m/1015.62h/42.32d remaining; height: 0r29
Rock num: 91400 (273476.29 rocks/s), 3656627s/60943m/1015.72h/42.32d remaining; height: 0r144
Rock num: 91600 (273444.90 rocks/s), 3657055s/60950m/1015.83h/42.33d remaining; height: 0r41
Rock num: 91800 (273472.13 rocks/s), 3656681s/60944m/1015.73h/42.32d remaining; height: 0r146
Rock num: 92000 (273486.35 rocks/s), 3656493s/60941m/1015.68h/42.32d remaining; height: 0r63
Rock num: 92200 (273466.68 rocks/s), 3656761s/60946m/1015.77h/42.32d remaining; height: 0r176
Rock num: 92400 (273474.35 rocks/s), 3656654s/60944m/1015.73h/42.32d remaining; height: 0r100
Rock num: 92600 (273466.94 rocks/s), 3656761s/60946m/1015.77h/42.32d remaining; height: 0r5
Rock num: 92800 (273449.88 rocks/s), 3656988s/60949m/1015.82h/42.33d remaining; height: 0r112
Rock num: 93000 (273452.98 rocks/s), 3656948s/60949m/1015.82h/42.33d remaining; height: 0r39
Rock num: 93200 (273419.53 rocks/s), 3657389s/60956m/1015.93h/42.33d remaining; height: 0r152
Rock num: 93600 (273444.79 rocks/s), 3657055s/60950m/1015.83h/42.33d remaining; height: 0r157
Rock num: 93800 (273449.12 rocks/s), 3656988s/60949m/1015.82h/42.33d remaining; height: 0r82
Rock num: 94200 (273366.78 rocks/s), 3658099s/60968m/1016.13h/42.34d remaining; height: 0r100
Rock num: 94400 (273381.39 rocks/s), 3657898s/60964m/1016.07h/42.34d remaining; height: 0r14
Rock num: 94600 (273379.53 rocks/s), 3657925s/60965m/1016.08h/42.34d remaining; height: 0r129
Rock num: 94800 (273353.77 rocks/s), 3658273s/60971m/1016.18h/42.34d remaining; height: 0r61
Rock num: 95000 (273304.03 rocks/s), 3658928s/60982m/1016.37h/42.35d remaining; height: 0r158
Rock num: 95200 (273339.48 rocks/s), 3658460s/60974m/1016.23h/42.34d remaining; height: 0r59
Rock num: 95400 (273310.42 rocks/s), 3658848s/60980m/1016.33h/42.35d remaining; height: 0r168
Rock num: 95600 (273334.46 rocks/s), 3658527s/60975m/1016.25h/42.34d remaining; height: 0r89
Rock num: 95800 (273312.95 rocks/s), 3658821s/60980m/1016.33h/42.35d remaining; height: 0r6
Rock num: 96000 (273298.94 rocks/s), 3659009s/60983m/1016.38h/42.35d remaining; height: 0r119
Rock num: 96200 (273301.87 rocks/s), 3658969s/60982m/1016.37h/42.35d remaining; height: 0r26
Rock num: 96400 (273308.57 rocks/s), 3658875s/60981m/1016.35h/42.35d remaining; height: 0r153
Rock num: 96600 (273261.60 rocks/s), 3659504s/60991m/1016.52h/42.35d remaining; height: 0r71
Rock num: 96800 (273245.57 rocks/s), 3659718s/60995m/1016.58h/42.36d remaining; height: 0r165
Rock num: 97000 (273257.88 rocks/s), 3659558s/60992m/1016.53h/42.36d remaining; height: 0r73
Rock num: 97200 (273234.07 rocks/s), 3659866s/60997m/1016.62h/42.36d remaining; height: 0r186
Rock num: 97400 (273238.00 rocks/s), 3659826s/60997m/1016.62h/42.36d remaining; height: 0r102
Rock num: 97600 (273240.63 rocks/s), 3659785s/60996m/1016.60h/42.36d remaining; height: 0r26
Rock num: 97800 (273240.34 rocks/s), 3659785s/60996m/1016.60h/42.36d remaining; height: 0r130
Rock num: 98000 (273226.56 rocks/s), 3659973s/60999m/1016.65h/42.36d remaining; height: 0r39
Rock num: 98200 (273231.84 rocks/s), 3659906s/60998m/1016.63h/42.36d remaining; height: 0r165
Rock num: 98400 (273201.32 rocks/s), 3660308s/61005m/1016.75h/42.36d remaining; height: 0r76
Rock num: 99000 (273233.37 rocks/s), 3659879s/60997m/1016.62h/42.36d remaining; height: 0r7
Rock num: 99200 (273207.95 rocks/s), 3660227s/61003m/1016.72h/42.36d remaining; height: 0r114
Rock num: 99400 (273207.31 rocks/s), 3660227s/61003m/1016.72h/42.36d remaining; height: 0r25
Rock num: 99600 (273219.50 rocks/s), 3660067s/61001m/1016.68h/42.36d remaining; height: 0r138
Rock num: 99800 (273202.28 rocks/s), 3660294s/61004m/1016.73h/42.36d remaining; height: 0r57
Rock num: 100000 (273195.56 rocks/s), 3660388s/61006m/1016.77h/42.37d remaining; height: 0r181
Rock num: 100200 (273161.90 rocks/s), 3660844s/61014m/1016.90h/42.37d remaining; height: 0r86
Rock num: 100400 (273183.47 rocks/s), 3660549s/61009m/1016.82h/42.37d remaining; height: 0r186
Rock num: 100800 (273203.56 rocks/s), 3660281s/61004m/1016.73h/42.36d remaining; height: 0r14
Rock num: 101000 (273213.27 rocks/s), 3660147s/61002m/1016.70h/42.36d remaining; height: 0r130
Rock num: 101200 (273200.85 rocks/s), 3660321s/61005m/1016.75h/42.36d remaining; height: 0r45
Rock num: 101400 (273206.32 rocks/s), 3660241s/61004m/1016.73h/42.36d remaining; height: 0r153
Rock num: 101600 (273209.70 rocks/s), 3660201s/61003m/1016.72h/42.36d remaining; height: 0r77
Rock num: 101800 (273175.75 rocks/s), 3660656s/61010m/1016.83h/42.37d remaining; height: 0r193
Rock num: 102000 (273148.90 rocks/s), 3661018s/61016m/1016.93h/42.37d remaining; height: 0r91
Rock num: 102200 (273176.99 rocks/s), 3660643s/61010m/1016.83h/42.37d remaining; height: 0r199
Rock num: 102400 (273159.02 rocks/s), 3660871s/61014m/1016.90h/42.37d remaining; height: 0r113
Rock num: 102600 (273185.57 rocks/s), 3660522s/61008m/1016.80h/42.37d remaining; height: 0r25
Rock num: 102800 (273186.10 rocks/s), 3660509s/61008m/1016.80h/42.37d remaining; height: 0r152
Rock num: 103000 (273162.06 rocks/s), 3660830s/61013m/1016.88h/42.37d remaining; height: 0r53
